tempo    | level=info ts=2023-06-21T09:54:08.708868041Z caller=wal.go:118 msg="beginning replay" file=49f911f7-17a8-4159-be55-8f88a92564d7:single-tenant:v2:snappy:v2 size=17399
app      | 2023-06-21T09:58:18.020Z  WARN 1 --- [_WorkerThread-1] i.o.exporter.zipkin.ZipkinSpanExporter   : Failed to export spans
app      | 
app      | org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Failed to connect to localhost/127.0.0.1:9411
app      | 	at org.springframework.web.client.RestTemplate.createResourceAccessException(RestTemplate.java:888) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:868) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:764) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:646) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doExecute(ZipkinRestTemplateSender.java:68) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doEnqueue(ZipkinRestTemplateSender.java:75) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at zipkin2.Call$Base.enqueue(Call.java:406) ~[zipkin-2.23.2.jar!/:na]
app      | 	at io.opentelemetry.exporter.zipkin.ZipkinSpanExporter.export(ZipkinSpanExporter.java:79) ~[opentelemetry-exporter-zipkin-1.25.0.jar!/:1.25.0]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.lambda$export$3(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at java.base/java.lang.Iterable.forEach(Iterable.java:75) ~[na:na]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.export(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.exportCurrentBatch(BatchSpanProcessor.java:326) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.run(BatchSpanProcessor.java:244) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at java.base/java.lang.Thread.run(Thread.java:833) ~[na:na]
app      | Caused by: java.net.ConnectException: Failed to connect to localhost/127.0.0.1:9411
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:297) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connect(RealConnection.kt:207) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findConnection(ExchangeFinder.kt:226) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findHealthyConnection(ExchangeFinder.kt:106) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.find(ExchangeFinder.kt:74) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.initExchange$okhttp(RealCall.kt:255) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.kt:32) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.kt:95) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.kt:83) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.kt:76) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.shaded.instrumentation.okhttp.v3_0.internal.ConnectionErrorSpanInterceptor.intercept(ConnectionErrorSpanInterceptor.java:38) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.instrumentation.okhttp.v3_0.OkHttp3Singletons.lambda$static$0(OkHttp3Singletons.java:36) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.getResponseWithInterceptorChain$okhttp(RealCall.kt:201) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.execute(RealCall.kt:154) ~[okhttp-4.10.0.jar!/:na]
app      | 	at org.springframework.http.client.OkHttp3ClientHttpRequest.executeInternal(OkHttp3ClientHttpRequest.java:68) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:862) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	... 12 common frames omitted
app      | Caused by: java.net.ConnectException: Connection refused
app      | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method) ~[na:na]
app      | 	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:597) ~[na:na]
app      | 	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) ~[na:na]
app      | 	at java.base/java.net.Socket.connect(Socket.java:633) ~[na:na]
app      | 	at okhttp3.internal.platform.Platform.connectSocket(Platform.kt:128) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:295) ~[okhttp-4.10.0.jar!/:na]
app      | 	... 35 common frames omitted
app      | 
app      | 2023-06-21T09:58:28.024Z  WARN 1 --- [_WorkerThread-1] i.o.exporter.zipkin.ZipkinSpanExporter   : Failed to export spans
app      | 
app      | org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Failed to connect to localhost/127.0.0.1:9411
app      | 	at org.springframework.web.client.RestTemplate.createResourceAccessException(RestTemplate.java:888) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:868) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:764) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:646) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doExecute(ZipkinRestTemplateSender.java:68) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doEnqueue(ZipkinRestTemplateSender.java:75) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at zipkin2.Call$Base.enqueue(Call.java:406) ~[zipkin-2.23.2.jar!/:na]
app      | 	at io.opentelemetry.exporter.zipkin.ZipkinSpanExporter.export(ZipkinSpanExporter.java:79) ~[opentelemetry-exporter-zipkin-1.25.0.jar!/:1.25.0]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.lambda$export$3(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at java.base/java.lang.Iterable.forEach(Iterable.java:75) ~[na:na]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.export(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.exportCurrentBatch(BatchSpanProcessor.java:326) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.run(BatchSpanProcessor.java:244) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at java.base/java.lang.Thread.run(Thread.java:833) ~[na:na]
app      | Caused by: java.net.ConnectException: Failed to connect to localhost/127.0.0.1:9411
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:297) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connect(RealConnection.kt:207) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findConnection(ExchangeFinder.kt:226) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findHealthyConnection(ExchangeFinder.kt:106) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.find(ExchangeFinder.kt:74) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.initExchange$okhttp(RealCall.kt:255) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.kt:32) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.kt:95) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.kt:83) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.kt:76) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.shaded.instrumentation.okhttp.v3_0.internal.ConnectionErrorSpanInterceptor.intercept(ConnectionErrorSpanInterceptor.java:38) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.instrumentation.okhttp.v3_0.OkHttp3Singletons.lambda$static$0(OkHttp3Singletons.java:36) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.getResponseWithInterceptorChain$okhttp(RealCall.kt:201) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.execute(RealCall.kt:154) ~[okhttp-4.10.0.jar!/:na]
app      | 	at org.springframework.http.client.OkHttp3ClientHttpRequest.executeInternal(OkHttp3ClientHttpRequest.java:68) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:862) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	... 12 common frames omitted
app      | Caused by: java.net.ConnectException: Connection refused
app      | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method) ~[na:na]
app      | 	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:597) ~[na:na]
app      | 	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) ~[na:na]
app      | 	at java.base/java.net.Socket.connect(Socket.java:633) ~[na:na]
app      | 	at okhttp3.internal.platform.Platform.connectSocket(Platform.kt:128) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:295) ~[okhttp-4.10.0.jar!/:na]
app      | 	... 35 common frames omitted
app      | 
app      | 2023-06-21T09:58:38.029Z  WARN 1 --- [_WorkerThread-1] i.o.exporter.zipkin.ZipkinSpanExporter   : Failed to export spans
app      | 
app      | org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Failed to connect to localhost/127.0.0.1:9411
app      | 	at org.springframework.web.client.RestTemplate.createResourceAccessException(RestTemplate.java:888) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:868) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:764) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:646) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doExecute(ZipkinRestTemplateSender.java:68) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doEnqueue(ZipkinRestTemplateSender.java:75) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at zipkin2.Call$Base.enqueue(Call.java:406) ~[zipkin-2.23.2.jar!/:na]
app      | 	at io.opentelemetry.exporter.zipkin.ZipkinSpanExporter.export(ZipkinSpanExporter.java:79) ~[opentelemetry-exporter-zipkin-1.25.0.jar!/:1.25.0]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.lambda$export$3(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at java.base/java.lang.Iterable.forEach(Iterable.java:75) ~[na:na]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.export(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.exportCurrentBatch(BatchSpanProcessor.java:326) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.run(BatchSpanProcessor.java:244) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at java.base/java.lang.Thread.run(Thread.java:833) ~[na:na]
app      | Caused by: java.net.ConnectException: Failed to connect to localhost/127.0.0.1:9411
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:297) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connect(RealConnection.kt:207) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findConnection(ExchangeFinder.kt:226) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findHealthyConnection(ExchangeFinder.kt:106) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.find(ExchangeFinder.kt:74) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.initExchange$okhttp(RealCall.kt:255) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.kt:32) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.kt:95) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.kt:83) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.kt:76) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.shaded.instrumentation.okhttp.v3_0.internal.ConnectionErrorSpanInterceptor.intercept(ConnectionErrorSpanInterceptor.java:38) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.instrumentation.okhttp.v3_0.OkHttp3Singletons.lambda$static$0(OkHttp3Singletons.java:36) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.getResponseWithInterceptorChain$okhttp(RealCall.kt:201) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.execute(RealCall.kt:154) ~[okhttp-4.10.0.jar!/:na]
app      | 	at org.springframework.http.client.OkHttp3ClientHttpRequest.executeInternal(OkHttp3ClientHttpRequest.java:68) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:862) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	... 12 common frames omitted
app      | Caused by: java.net.ConnectException: Connection refused
app      | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method) ~[na:na]
app      | 	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:597) ~[na:na]
app      | 	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) ~[na:na]
app      | 	at java.base/java.net.Socket.connect(Socket.java:633) ~[na:na]
app      | 	at okhttp3.internal.platform.Platform.connectSocket(Platform.kt:128) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:295) ~[okhttp-4.10.0.jar!/:na]
app      | 	... 35 common frames omitted
app      | 
app      | 2023-06-21T09:58:48.034Z  WARN 1 --- [_WorkerThread-1] i.o.exporter.zipkin.ZipkinSpanExporter   : Too many log messages detected. Will only log once per minute from now on.
app      | 2023-06-21T09:58:48.035Z  WARN 1 --- [_WorkerThread-1] i.o.exporter.zipkin.ZipkinSpanExporter   : Failed to export spans
app      | 
app      | org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Failed to connect to localhost/127.0.0.1:9411
app      | 	at org.springframework.web.client.RestTemplate.createResourceAccessException(RestTemplate.java:888) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:868) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:764) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:646) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doExecute(ZipkinRestTemplateSender.java:68) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at org.springframework.boot.actuate.autoconfigure.tracing.zipkin.ZipkinRestTemplateSender$RestTemplateHttpPostCall.doEnqueue(ZipkinRestTemplateSender.java:75) ~[spring-boot-actuator-autoconfigure-3.1.0.jar!/:3.1.0]
app      | 	at zipkin2.Call$Base.enqueue(Call.java:406) ~[zipkin-2.23.2.jar!/:na]
app      | 	at io.opentelemetry.exporter.zipkin.ZipkinSpanExporter.export(ZipkinSpanExporter.java:79) ~[opentelemetry-exporter-zipkin-1.25.0.jar!/:1.25.0]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.lambda$export$3(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at java.base/java.lang.Iterable.forEach(Iterable.java:75) ~[na:na]
app      | 	at io.micrometer.tracing.otel.bridge.CompositeSpanExporter.export(CompositeSpanExporter.java:88) ~[micrometer-tracing-bridge-otel-1.1.1.jar!/:1.1.1]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.exportCurrentBatch(BatchSpanProcessor.java:326) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker.run(BatchSpanProcessor.java:244) ~[opentelemetry-sdk-trace-1.25.0.jar!/:1.25.0]
app      | 	at java.base/java.lang.Thread.run(Thread.java:833) ~[na:na]
app      | Caused by: java.net.ConnectException: Failed to connect to localhost/127.0.0.1:9411
app      | 	at okhttp3.internal.connection.RealConnection.connectSocket(RealConnection.kt:297) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealConnection.connect(RealConnection.kt:207) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findConnection(ExchangeFinder.kt:226) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.findHealthyConnection(ExchangeFinder.kt:106) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ExchangeFinder.find(ExchangeFinder.kt:74) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.initExchange$okhttp(RealCall.kt:255) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.kt:32) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.kt:95) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.kt:83) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.kt:76) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.shaded.instrumentation.okhttp.v3_0.internal.ConnectionErrorSpanInterceptor.intercept(ConnectionErrorSpanInterceptor.java:38) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at io.opentelemetry.javaagent.instrumentation.okhttp.v3_0.OkHttp3Singletons.lambda$static$0(OkHttp3Singletons.java:36) ~[opentelemetry-javaagent.jar:na]
app      | 	at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.kt:109) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.getResponseWithInterceptorChain$okhttp(RealCall.kt:201) ~[okhttp-4.10.0.jar!/:na]
app      | 	at okhttp3.internal.connection.RealCall.execute(RealCall.kt:154) ~[okhttp-4.10.0.jar!/:na]
app      | 	at org.springframework.http.client.OkHttp3ClientHttpRequest.executeInternal(OkHttp3ClientHttpRequest.java:68) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:862) ~[spring-web-6.0.9.jar!/:6.0.9]
app      | 	... 12 common frames omitted
app      | Caused by: java.net.ConnectException: Connection refused
app      | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method) ~[na:na]
app      | 	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542) ~[na:na]
app      | 	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:597) ~[na:na]
app      | 	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) ~[na:na]
app      | 	at java.base/java.net.Socket.connect(Socket.java:633) ~[na:na]
